"CAS_n","Check?","ChemNames","SMILES"
"2720603-09-6","YES","2720603-09-6","[Br-][Co+2]12([Br-])[N]3=C(C=CC=C3C(=[N]1C4=C(C=CC=C4C)C)C)C=5N(C=6C=CC=CC6)CC([N]52)C(C)(C)C"
"1914931-89-7","YES","1914931-89-7","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C[P]1(C(C)(C)C)C(C)(C)C)C(=[N]2C=4C(=CC=CC4C(C)C)C(C)C)C"
"2720603-07-4","YES","2720603-07-4","[Br-][Co+2]12([Br-])[N]3=C(C=CC=C3C(=[N]1C4=C(C=CC=C4C(C)C)C(C)C)C)C=5OCC([N]52)C(C)(C)C"
"1973459-26-5","YES","1973459-26-5","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(=[N]1C4=C(C=CC=C4C)C)C)C=5OCC([N]52)CC=6C=CC=CC6"
"2304972-43-6","YES","2304972-43-6","O=C1C2=CC=CC(=[N]2[Co+2]([Cl-])([Cl-])[NH]1C=3C=CC=CC3C4=NC(CN4C=5C=CC=CC5)C(C)(C)C)C"
"1890222-58-8","YES","1890222-58-8","[Cl-][Co+2]1([Cl-])[N]2=C(OCC2C)[C-]34[CH]5=[CH]6[CH]7=C3([P]1(C=8C=CC=CC8)C=9C=CC=CC9)[Fe+2]%10%11%12%136754[CH]=%14[CH]%13=[CH]%12[CH-]%11[CH]%14%10"
"1075704-39-0","YES","1075704-39-0","OC=1C=CC(O)=C(C1)C=2C=CC=3[O-][Co+2]45[O-]C6=CC=C(C=C6C=[N]5C7=CC=CC=C7[N]4=CC3C2)C=8C=C(O)C=CC8O"
"2538482-51-6","YES","2538482-51-6","ClC1=CC=C2C(=C1)[N]3=CC=4C=C(C=CC4[O-][Co+2]53[O-]C6=CC=C(C=C6C=[N]25)C=7C=C(O)C=CC7O)C8=CC(O)=CC=C8O"
"2538482-56-1","YES","2538482-56-1","OC1=CC=C(O)C(=C1)C=2C=CC=3[O-][Co+2]45[O-]C=6C=CC(=CC6C=[N]5C=7C=C(OC)C=CC7[N]4=CC3C2)C8=CC(O)=CC=C8O"
"2230256-26-3","YES","2230256-26-3","[Cl-][Co+2]1([N]=2C=CC=CC2)[N](=CC3=CC=C(C=4C(=CC=CC4C)C)[N-]31)C=5C(=CC=CC5C(C)C)C(C)C"
"368891-67-2","YES","368891-67-2","N(=C(C=C(NC=1C(=CC(=CC1C)C)C)C)C)C=2C(=CC(=CC2C)C)C"
"2538482-58-3","YES","2538482-58-3","OC1=CC=C(O)C(=C1)C=2C=CC=3[O-][Co+2]45[O-]C=6C=CC(=CC6C=[N]5C7CCCCC7[N]4=CC3C2)C8=CC(O)=CC=C8O"
"1075704-40-3","YES","1075704-40-3","OC1=CC=C(O)C(=C1)C=2C=CC=3[O-][Co+2]456[O-]C=7C=CC(=CC7C=[N]6CCC[N]5(C)CCC[N]4=CC3C2)C8=CC(O)=CC=C8O"
"2538482-57-2","YES","2538482-57-2","OC1=CC=C(O)C(=C1)C=2C=CC=3[O-][Co+2]45[O-]C=6C=CC(=CC6C=[N]5CC[N]4=CC3C2)C7=CC(O)=CC=C7O"
"2311832-10-5","YES","2311832-10-5","N=1C=CC(OC2CCCCC2)=CC1C=3N=CC=C(OC4CCCCC4)C3"
"2095701-46-3","YES","2095701-46-3","[Cl-][Ni+2]1([Cl-])[N]2=C(OC3CC=4C=CC=CC4C23)C5(C=6OC7CC=8C=CC=CC8C7[N]61)CC5"
"1680200-58-1","YES","1680200-58-1","[Cl-][Co+2]12([Cl-])[N](C=3C(=CC(=CC3C)C)C)=C4C5=CC=CC6=CC=CC(=C65)C4=[N]2CC[P]1(C(C)C)C(C)C"
"1680200-57-0","YES","1680200-57-0","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=4C=CC5=CC=C([N]1=C5C43)C[P]2(C(C)C)C(C)C)C"
"1995866-04-0","YES","1995866-04-0","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(C)(C)[NH]1C=4C(=CC=CC4C)C)C=5OCC([N]52)CC=6C=CC=CC6"
"1680200-59-2","YES","1680200-59-2","[Cl-][Co+2]12([Cl-])[N](C=3C(=CC=CC3C(C)C)C(C)C)=C4C5=CC=CC6=CC=CC(=C65)C4=[N]2CC[P]1(C(C)C)C(C)C"
"33847-51-7","YES","33847-51-7","[Cl-][Co+2]12([Cl-])[P](C=3C=CC=CC3)(C=4C=CC=CC4)CC[P]2(C=5C=CC=CC5)CC[P]1(C=6C=CC=CC6)C=7C=CC=CC7"
"16997-64-1","YES","16997-64-1","[Br-][Co+2]12([Br-])([P](C=3C=CC=CC3)(C=4C=CC=CC4)CC[P]1(C=5C=CC=CC5)C=6C=CC=CC6)[P](C=7C=CC=CC7)(C=8C=CC=CC8)CC[P]2(C=9C=CC=CC9)C=%10C=CC=CC%10"
"871656-24-5","YES","871656-24-5","[Cl-][Ni+2]1([Cl-])[N]2=C(C=CC=C2C)C3=CC=CC(=[N]31)C"
"NA","YES","NA",
"2189683-12-1","YES","2189683-12-1","O1B(OC(C)(C)C1(C)C)C2=CC=C(C=CC=C)C=C2"
"29429-58-1","YES","29429-58-1","O([Al](C)C)[Al](C)C"
"1004-09-7","YES","1004-09-7","[Na].OC(C=1C=CC=CC1)C"
"680192-98-7","YES","680192-98-7","O1BOC(C)(C)C1(C)C"
"2376471-02-0","YES","2376471-02-0","O1BOC(C)(CC)C1(C)CC"
"840525-02-2","YES","840525-02-2","O=C1N(C=2C=CC=CC2)C(=O)C3CC(C4=CC(=C(C=C4C13)C)C)(C)C(O)C=5C=CC=C(C5)N(=O)=O"
"2230171-54-5","YES","2230171-54-5","[Cl-][Ni+2]12O=C([CH-]C(=[N]2CC[P]1(C=3C=CC=CC3)C=4C=CC=CC4)C)C"
"2307606-21-7","YES","2307606-21-7","C1=CN([C-2](N1C2CCCCC2)=[Ni+4]3(=[C-2]4N(C=CN4C5CCCCC5)C6CCCCC6)[CH]=7CC[CH]8=[CH](CC[CH]73)[Ni+4]8(=[C-2]9N(C=CN9C%10CCCCC%10)C%11CCCCC%11)=[C-2]%12N(C=CN%12C%13CCCCC%13)C%14CCCCC%14)C%15CCCCC%15"
"2307606-22-8","YES","2307606-22-8","C1=CN([C-2](N1C2CCCCC2)=[Ni+4]3(=[C-2]4N(C=CN4C5CCCCC5)C6CCCCC6)[CH2]=[CH2]3)C7CCCCC7"
"2307606-23-9","YES","2307606-23-9","C1=CN([C-2](N1C2CCCCC2)=[Ni+4]3(=[C-2]4N(C=CN4C5CCCCC5)C6CCCCC6)[CH]=7CCCCCC[CH]73)C8CCCCC8"
"2073878-15-4","YES","2073878-15-4","O=C([O-][Ni+2]1([O-]C(=O)C(C)(C)C)[N](=C(C(=[N]1C2CCCCC2)C)C)C3CCCCC3)C(C)(C)C"
"2073878-16-5","YES","2073878-16-5","O=C([O-][Ni+2]1([O-]C(=O)C(C)(C)C)[N](=C(C(=[N]1C2CC3CC(C2C)C3(C)C)C)C)C4CC5CC(C4C)C5(C)C)C(C)(C)C"
"1962167-57-2","YES","1962167-57-2","[Br-][Ni+4]([Br-])(=[C-2]1N(C=2C(=CC(=CC2C)C)C)CCN1C=3C(=CC(=CC3C)C)C)[P](OCC)(OCC)OCC"
"2640505-89-9","YES","2640505-89-9","[Br-][Ni+2]([Br-])([N]1=CC=C(C=C1)C(C)(C)C)[N]2=CC=C(C=C2)C(C)(C)C"
"2248551-72-4","YES","2248551-72-4","[F-][Ni+2]([C-]=1C=CC=CC1)([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)[P](C5CCCCC5)(C6CCCCC6)C7CCCCC7"
"2378151-65-4","YES","2378151-65-4","[F-][Ni+2]([C-]=1C=CC=CC1C)([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)[P](C5CCCCC5)(C6CCCCC6)C7CCCCC7"
"680624-03-7","YES","680624-03-7","O=S(=O)([O-][Ni+2]([C-]1=CC=C(OC)C=C1)([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)[P](C5CCCCC5)(C6CCCCC6)C7CCCCC7)C8=CC=C(C=C8)C"
"55659-60-4","YES","55659-60-4","[Cl-][Ni+2]1([Cl-])[P](C=2C=CC=CC2)(C=3C=CC=CC3)CCC[P]1(C=4C=CC=CC4)C=5C=CC=CC5"
"51320-65-1","YES","51320-65-1","CC[P](CC)(CC)[Ni]([P](CC)(CC)CC)([P](CC)(CC)CC)[P](CC)(CC)CC"
"2152657-54-8","YES","2152657-54-8","C=1C=CC(=CC1)C=2N(C=3C(=CC=CC3C(C)C)C(C)C)C=4C=5C=CC=C[C-]5[Ni+2]67([C-]4[N+]2C=8C(=CC=CC8C(C)C)C(C)C)[CH]=9CCCCC[CH-]7[CH]96"
"2304362-17-0","YES","2304362-17-0","[O-]1C=2C=CC=CC2[P](C=3C=CC=CC3)(C=4C=CC=CC4)[Ni+2]15678C=9(C)C8(C)=C7(C)[C-]6(C)C95C"
"2092571-49-6","YES","2092571-49-6","[O-]1C=2C=CC=CC2[P](C=3C=CC=CC3)(C=4C=CC=CC4)[Ni+2]15678C=9(C)C8(C)=C7(C)[C-]6(C)C95C"
"854737-21-6","YES","854737-21-6","[Cl-]1[Ni+3]2([Cl-][Ni+3]12=[C-2]3N(C=CN3C=4C(=CC=CC4C(C)C)C(C)C)C=5C(=CC=CC5C(C)C)C(C)C)=[C-2]6N(C=CN6C=7C(=CC=CC7C(C)C)C(C)C)C=8C(=CC=CC8C(C)C)C(C)C"
"383863-73-8","YES","383863-73-8","CC[P](CC)(CC)[Ni]1([P](CC)(CC)CC)[Ge](C)(C)C2345[BH]678[BH]9%10%11[BH]%12%13%14[BH]96%15[BH]%12%16%17[BH]%13%18%19[BH]%10%14%20[BH]%1175[BH]%20%182C%16%194([Ge]1(C)C)[BH]%158%173"
"219584-52-8","YES","219584-52-8","CC[P](CC)(CC)[Ni+2]1([Si-](C)(C)C2345[BH]678[BH]9%10%11[BH]%12%13%14[BH]96%15[BH]%12%16%17[BH]%13%18%19[BH]%10%14%20[BH]%1175[BH]%20%182C%16%194([Si-]1(C)C)[BH]%158%173)[P](CC)(CC)CC"
"2073878-14-3","YES","2073878-14-3","C=1(C(=[N](C2CCCCC2)[Ni+2]([N]1C3CCCCC3)([CH2-][Si](C)(C)C)[CH2-][Si](C)(C)C)C)C"
"2304667-33-0","YES","2304667-33-0","[Cl-][Ni+2]12([Cl-])[N]3=CC=CN3C4=CC=CC(N5C=CC=[N]51)=[N]42"
"1632496-53-7","YES","1632496-53-7","C=1C=C(C(=C(C1)C(C)C)[N]2=C(C=3C=CC4=CC=C5C(=[N](C6=C(C=CC=C6C(C)C)C(C)C)[Ni]789%10%11[N]5=C4[N]3[Ni]2%12%13%14%11[CH]=%15[CH]%14=[CH]%13%10[CH]9=[CH]8[CH]%15%127)C)C)C(C)C"
"2305954-76-9","YES","2305954-76-9","[Cl-][Ni+2]1([C-]=2C=CC=CC2C)[P]3(C=4C=CC=CC4[P]51C6(OC7(OC(OC5(C)C7)(C)C6)C)C)C8(OC9(OC(OC3(C)C9)(C)C8)C)C"
"1998756-52-7","YES","1998756-52-7","[Cl-][Ni+2]1([C-]=2C=CC=CC2C)[P](C3CCCCC3)(C4CCCCC4)C(C)C56=[CH]7[CH]8=[CH]9[C-]5([P]1(C%10CCCCC%10)C%11CCCCC%11)[Fe+2]%12%13%14%158796[CH]=%16[CH]%15=[CH]%14[CH-]%13[CH]%16%12"
"112187-53-8","YES","112187-53-8","[Br-][Ni+2]1([Br-])[N]2=C(C=CC=C2C)C3=CC=CC(=[N]31)C"
"32823-77-1","YES","32823-77-1","FC(F)(F)C1=O[Ni+2]23([O-]C(=O[Ni+2]45([O-]1)[CH2]=[CH]5[CH2-]4)C(F)(F)F)[CH2]=[CH]3[CH2-]2"
"1902911-45-8","YES","1902911-45-8","[Cl-][Ni+2]1([C-]=2C=CC=CC2C)[P](C=3C=CC=CC3C)(C=4C=CC=CC4C)C=5C=CC=CC5[P]61C7(OC8(OC(OC6(C)C8)(C)C7)C)C"
"1370406-89-5","YES","1370406-89-5","[Cl-][Ni+2]1([Cl-])[N]2=CC=C(OC)C=3C=CC4=C(OC)C=C[N]1=C4C32"
"2253637-40-8","YES","2253637-40-8","[Br-][Ni+2]1([Br-])[N]2=C(OC(C=3C=CC=CC3)(C=4C=CC=CC4)C2C=5C=CC=CC5)C(C=6OC(C=7C=CC=CC7)(C=8C=CC=CC8)C(C=9C=CC=CC9)[N]61)(C)C"
"2515516-49-9","YES","2515516-49-9","O1C=2C=3C=CC4=CC=C5C=6OC(C=7C=CC=CC7)(C=8C=CC=CC8)C([N]6[Ni+]9%10[O-]C(=O[Ni]%10([N]3C4=[N]59)[N]2C(C1(C=%11C=CC=CC%11)C=%12C=CC=CC%12)C(C)(C)C)C)C(C)(C)C"
"2347423-31-6","YES","2347423-31-6","O=C1C2=CC=CC(=[N]2[Ni+2]3([Br-])([Br-])[OH]CC[NH]13)C"
"2290490-29-6","YES","2290490-29-6","[Cl-][Ni+2]1([C-]=2C=CC=CC2C)[P](C=3C=CC=CC3)(C=4C=CC=CC4)C=5C=CC=CC5[P]61C7(OC8(OC(OC6(C)C8)(C)C7)C)C"
"13873-42-2","YES","13873-42-2","[Br-][Ni+2]([Br-])([N]=1C=CC=CC1C)[N]=2C=CC=CC2C"
"2627238-46-2","YES","2627238-46-2","[Br-][Ni+2]1([Br-])[N]2=C(OC3CC=4C=CC=CC4C23)C5(C=6OC7CC=8C=CC=CC8C7[N]61)CC5"
"2370037-82-2","YES","2370037-82-2","O(C=1C=CC=2C3=[C-]([N+](C=4C(=CC=CC4C(C)C)C(C)C)=C(C=5C=CC=CC5)N3C=6C(=CC=CC6C(C)C)C(C)C)[Ni+2]78([C-]2C1)[CH]=9CCCCC[CH-]8[CH]97)C"
"1815631-96-9","YES","1815631-96-9","[Cl-][Ni+4]1234(=[C-2]5N(N=CN5CC=6C=CC=CC6)C(C)C)[CH]=7[CH]4=[CH]3[CH-]2[CH]71"
"1303613-81-1","YES","1303613-81-1","[Cl-][Ni+2]1([Cl-])[N]2=CC=C(OC)C=C2C=3C=C(OC)C=C[N]31"
"18750-53-3","YES","18750-53-3","[Cl-][Ni+2]1([Cl-])[P](C=2C=CC=CC2)(C=3C=CC=CC3)CCCC[P]1(C=4C=CC=CC4)C=5C=CC=CC5"
"2365168-22-3","YES","2365168-22-3","N=1C=2N=C(C=CC2C=CC1C(=NC=3C(=CC=CC3C4CCCC4)C5CCCC5)C)C(=NC=6C(=CC=CC6C7CCCC7)C8CCCC8)C"
"2020384-21-6","YES","2020384-21-6","[Cl-][Ni+4]([Cl-])(=[C-2]1N(C=CN1C=2C(=CC(=CC2C)C)C)C=3C(=CC(=CC3C)C)C)[P](C4CCCCC4)(C5CCCCC5)C6CCCCC6"
"2260749-13-9","YES","2260749-13-9","O1=C2C=CC3=CC=CC4=CC=C([O-][Ni+2]15(O=C6C=CC7=CC=CC8=CC=C([O-]5)C6=C78)(O9CCCC9)O%10CCCC%10)C2=C34"
"1126519-07-0","YES","1126519-07-0","N1=C(C=CC=C1C2=NC(COC)C(O2)C=3C=CC=CC3)C4=NC(COC)C(O4)C=5C=CC=CC5"
"141643-71-2","YES","141643-71-2","[Cl-][Ni+2]([C-]=1C=CC=CC1C)([P](C)(C)C)[P](C)(C)C"
"904691-00-5","YES","904691-00-5","N=1C=C(C=CC1C=2N=CC(=CC2)N3C=4C=CC=CC4C=5C=CC=CC53)N6C=7C=CC=CC7C=8C=CC=CC86"
"2055363-46-5","YES","2055363-46-5","C=1C=CC(=C(C1)C)C(NC)C(NC)C=2C=CC=CC2C"
"2055363-47-6","YES","2055363-47-6","C=1C=CC(=C(C1)C)C(NC)C(NC)C=2C=CC=CC2C"
"916480-65-4","YES","916480-65-4","[Cl-].C=1C=C(C(=C(C1)C(C)C)N2C=[N+](C=3C(=CC=CC3C(C)C)C(C)C)C(=C2C)C)C(C)C"
"2761771-65-5","YES","2761771-65-5","N1=C(OC(CCC(C)C)(CCC(C)C)C1C=2C=CC=CC2)C(C3=NC(C=4C=CC=CC4)C(O3)(CCC(C)C)CCC(C)C)(C)C"
"2222165-61-7","YES","2222165-61-7","O=P1OC(C=2C=C(C=C(C2)C(C)(C)C)C(C)(C)C)(C=3C=C(C=C(C3)C(C)(C)C)C(C)(C)C)C4OC(OC4C(O1)(C=5C=C(C=C(C5)C(C)(C)C)C(C)(C)C)C=6C=C(C=C(C6)C(C)(C)C)C(C)(C)C)(C)C"
"255884-98-1","YES","255884-98-1","C=1C=CC(=CC1)P(C=2C=CC=CC2)C=3C=CC=CC3C(N(C)C)C45=[CH]6[CH]7=[CH]8[C-]4(P(C=9C=CC=CC9)C=%10C=CC=CC%10)[Fe+2]%11%12%13%147685[CH]=%15[CH]%14=[CH]%13[CH-]%12[CH]%15%11"
"1045861-57-1","YES","1045861-57-1","[Cl-][Ni+4]1234(=[C-2]5N(C=CN5C=6C(=CC(=CC6C)C)C)C=7C(=CC(=CC7C)C)C)C=8(C)C4(C)=C3(C)[C-]2(C)C81C"
"2706576-79-4","YES","2706576-79-4","N1=C(C2=NC(CN2C3=CC=CC(=C3)C(C)(C)C)C(C)CC)N(C4=CC=CC(=C4)C(C)(C)C)CC1C(C)CC"
"2575138-45-1","YES","2575138-45-1","N1=C(C2=NC(CN2C3=CC=C(C=C3)C)C(C)CC)N(C4=CC=C(C=C4)C)CC1C(C)CC"
"2764676-48-2","YES","2764676-48-2","N=1C(=CC=C2C1C3C(C2)C43COC(OC4)(C=5C=CC=CC5)C=6C=CC=CC6)C=7N=C8C(=CC7)CC9C8C%109COC(OC%10)(C=%11C=CC=CC%11)C=%12C=CC=CC%12"
"2020384-20-5","YES","2020384-20-5","[Cl-][Ni+4]([Cl-])(=[C-2]1N(C=CN1C=2C(=CC=CC2C(C)C)C(C)C)C=3C(=CC=CC3C(C)C)C(C)C)[P](C4CCCCC4)(C5CCCCC5)C6CCCCC6"
"848085-28-9","YES","848085-28-9","[C]1N(C=2C(=CC(=CC2C)C)C)C(=C(N1C=3C(=CC(=CC3C)C)C)C)C"
"2035424-76-9","YES","2035424-76-9","N#CC=1C(C(=O)OCC=2C=CC=CC2)=C(C#N)C(C(=O)OCC=3C=CC=CC3)=C(C(=O)OCC=4C=CC=CC4)C1C(=O)OCC=5C=CC=CC5"
"2578382-77-9","YES","2578382-77-9","[Br-].OCCN1C=[N+](C=2C(=CC(OC)=CC2C)C)C(=C1C)C"
"2212688-94-1","YES","2212688-94-1","N1=C(C=CC=C1C2=NC(C=3C=C(C=C(C3)C)C)CO2)C4=NC(C=5C=C(C=C(C5)C)C)CO4"
"2253165-17-0","YES","2253165-17-0","N1=C(OC(C=2C=CC=CC2)(C=3C=CC=CC3)C1C=4C=CC=CC4)C(C5=NC(C=6C=CC=CC6)C(O5)(C=7C=CC=CC7)C=8C=CC=CC8)(C)C"
"2245104-75-8","YES","2245104-75-8","N=1C=CC(OC)=CC1C=2N=C(C=C(OC)C2)C"
"2103263-76-7","YES","2103263-76-7","[Cl-][Ni+4]12(=[C-2]3N(C=CN3C4CCCCC4)C5=CC=C(C=C5C)C)[CH2]=[CH]2[CH2-]1"
"1638677-61-8","YES","1638677-61-8","S1C=C(C(=C1)P(C2CCCCC2)C3CCCCC3)P(C4CCCCC4)C5CCCCC5"
"2761468-63-5","YES","2761468-63-5","O1C2=C3C(C=CC=4C=CC=CC43)=CC(C=5C=CC=CC5)=C2C6=C(OP1N(CC)CC)C7=C(C=CC8=CC=CC=C87)C=C6C=9C=CC=CC9"
"2593401-96-6","YES","2593401-96-6","O1C=2C=CC=3C=CC=CC3C2C4=C(OP1OC5=C(C=C(C(=C5C=6C(OP7OC=8C=CC=9C=CC=CC9C8C%10=C(O7)C=CC=%11C=CC=CC%11%10)=C(C=C(C6C)C(C)(C)C)C(C)(C)C)C)C(C)(C)C)C(C)(C)C)C=CC=%12C=CC=CC%124"
"1961269-71-5","YES","1961269-71-5","N1=C(OC(C=2C=CC=CC2)(C=3C=CC=CC3)C1C=4C=CC=CC4)C(C5=NC(C=6C=CC=CC6)C(O5)(C=7C=CC=CC7)C=8C=CC=CC8)(C)C"
"2489227-49-6","YES","2489227-49-6","N1=CC=CC2=CC=CC(=C12)C3=NC(CN3C4=CC=C(C=C4)C)C(C)(C)C"
"2498824-22-7","YES","2498824-22-7","N1=C(C2=NC(CN2C3=CC=CC(=C3)C(C)(C)C)C(CCC)CCC)N(C4=CC=CC(=C4)C(C)(C)C)CC1C(CCC)CCC"
"1823698-65-2","YES","1823698-65-2","N=1C(=CC=CC1C)C2=NC(CO2)C(C)(C)C"
"2245104-77-0","YES","2245104-77-0","N=1C(=CC=CC1C)C2=NC(CO2)C(C)C"
"2289642-32-4","YES","2289642-32-4","[Br-][Ni+2]1([Br-])([OH2])([OH2])[N]2=CC=C(OC)C=C2C=3C=C(OC)C=C[N]31"
"1308311-06-9","YES","1308311-06-9","N=1C(=CC=CC1C)C2=NCCO2"
"1445884-31-0","YES","1445884-31-0","FC(F)(F)C1=CC=C(C=C1)N2CP(CN(C3=CC=C(C=C3)C(F)(F)F)CP(C2)C4CCCCC4)C5CCCCC5"
"1265578-31-1","YES","1265578-31-1","[Cl-][Ni+2]12([Cl-])O(C)CCO2CCO1C"
"86664-41-7","YES","86664-41-7","[Cl-][Ni+2]12([Cl-])([P](C=3C=CC=CC3)(C=4C=CC=CC4)CCC[P]1(C=5C=CC=CC5)C=6C=CC=CC6)[P](C=7C=CC=CC7)(C=8C=CC=CC8)CCC[P]2(C=9C=CC=CC9)C=%10C=CC=CC%10"
"2417767-40-7","YES","2417767-40-7","N=1C(=CC=CC1C2CCCCC2)C3=NC4C=5C=CC=CC5CC4O3"
"1627576-09-3","YES","1627576-09-3","N#CC=1C(=C(C#N)C(=C(C#N)C1N2C=3C=CC=CC3C=4C=CC=CC42)N5C=6C=CC=CC6C=7C=CC=CC75)N8C=9C=CC=CC9C=%10C=CC=CC%108"
"2064225-11-0","YES","2064225-11-0","N#CC=1C(=C(C(=C(C#N)C1C2C=3C=CC=CC3C=4C=CC=CC42)N5C=6C=CC=CC6C=7C=CC=CC75)N8C=9C=CC=CC9C=%10C=CC=CC%108)N%11C=%12C=CC=CC%12C=%13C=CC=CC%13%11"
"2411694-93-2","YES","2411694-93-2","[Cl-][Ni+4]12(=[C-2]3N(C=4C(=CC=CC4C(C)C)C(C)C)C=5C6=CC=CC=7C=CC=C(C76)C5N3C=8C(=CC=CC8C(C)C)C(C)C)[CH2]=[CH]2[CH2-]1"
"2376917-64-3","YES","2376917-64-3","[Cl-][Ni+2]1([Cl-])[N]2=CC=C(N)C=C2C=3C=C(N)C=C[N]31"
"1639924-59-6","YES","1639924-59-6","C1=C[N+](=CN1C=2C(=CC(=CC2C3CCCC3)C4CCCC4)C5CCCC5)C6=C(C=C(C=C6C7CCCC7)C8CCCC8)C9CCCC9"
"1185771-32-7","YES","1185771-32-7","N=C(C1=NC=CC=C1)N2CCCCC2"
"2374958-80-0","YES","2374958-80-0","N1=C(C2=NC(CN2C3=CC=CC(=C3)C(C)(C)C)C(C)C)N(C4=CC=CC(=C4)C(C)(C)C)CC1C(C)C"
"2222402-19-7","YES","2222402-19-7","FC=1C=C(C=[C-]2C1C3=CC=C(C=[N]3[Ir+3]245([C-]6=CC(=CC(F)=C6C7=CC=C(C=[N]74)C(F)(F)F)C(F)(F)F)[N]8=CC=C(C=C8C=9C=C(C=C[N]95)C(C)(C)C)C(C)(C)C)C(F)(F)F)C(F)(F)F"
"2378769-76-5","YES","2378769-76-5","FC=1C=C(C=[C-]2C1C3=CC=C(C=[N]3[Ir+3]245([C-]6=CC(=CC(F)=C6C7=CC=C(C=[N]74)C(F)(F)F)C(F)(F)F)[N]8=CC=C(C=C8C=9C=C(C=C[N]95)C(C)(C)C)C(C)(C)C)C(F)(F)F)C(F)(F)F.[F-][P+5]([F-])([F-])([F-])([F-])[F-]"
"derivatives","YES","derivatives",
"2641594-37-6","YES","2641594-37-6","N1=C(C2=NC(CN2C3=CC=CC(=C3)C(C)(C)C)C(C)C)N(C4=CC=CC(=C4)C(C)(C)C)CC1C(C)C"
"1771-60-4","YES","1771-60-4","O1CCN(C(=C(N2CCOCC2)N3CCOCC3)N4CCOCC4)CC1"
"13106-73-5","YES","13106-73-5","[Li].OC"
"2585661-76-1","YES","2585661-76-1","[O].[Na].O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O"
"2243454-28-4","YES","2243454-28-4","[Cl-][Ti+4]([Cl-])([Cl-])([Cl-])[N]=1C(=CC(=CC1C)C)C"
